champion,role,duo_champion,duo_role,winrate,matches
Nunu & Willump,JUNGLE,Rakan,SUPPORT,51.72,174
Nunu & Willump,JUNGLE,Neeko,SUPPORT,51.55,97
Nunu & Willump,JUNGLE,Nami,SUPPORT,51.01,494
Nunu & Willump,JUNGLE,Zilean,SUPPORT,50.65,77
Nunu & Willump,JUNGLE,Lux,SUPPORT,50.0,46
Nunu & Willump,JUNGLE,Morgana,SUPPORT,50.0,52
Nunu & Willump,JUNGLE,Vel'Koz,SUPPORT,50.0,38
Olaf,JUNGLE,Janna,SUPPORT,73.33,15
Olaf,JUNGLE,Alistar,SUPPORT,70.0,10
Olaf,JUNGLE,Braum,SUPPORT,66.67,12
Olaf,JUNGLE,Soraka,SUPPORT,66.67,6
Olaf,JUNGLE,Blitzcrank,SUPPORT,60.0,5
Olaf,JUNGLE,Leona,SUPPORT,60.0,10
Olaf,JUNGLE,Bard,SUPPORT,57.14,14
Olaf,JUNGLE,Yuumi,SUPPORT,57.14,7
Olaf,JUNGLE,Nami,SUPPORT,56.0,25
Olaf,JUNGLE,Thresh,SUPPORT,54.55,22
Olaf,JUNGLE,Elise,SUPPORT,50.0,4
Olaf,JUNGLE,Pantheon,SUPPORT,50.0,4
Olaf,JUNGLE,Poppy,SUPPORT,50.0,2
Olaf,JUNGLE,Pyke,SUPPORT,50.0,6
Olaf,JUNGLE,Renata Glasc,SUPPORT,50.0,2
Olaf,JUNGLE,Taric,SUPPORT,50.0,4
Olaf,JUNGLE,Vel'Koz,SUPPORT,50.0,2
Olaf,JUNGLE,Zyra,SUPPORT,50.0,4
Orianna,MID,Rengar,JUNGLE,55.96,327
Orianna,MID,Elise,JUNGLE,55.13,78
Orianna,MID,Rek'Sai,JUNGLE,54.78,314
Orianna,MID,Pantheon,JUNGLE,53.52,71
Orianna,MID,Ivern,JUNGLE,53.41,88
Orianna,MID,Ekko,JUNGLE,53.35,373
Orianna,MID,Kayn,JUNGLE,53.17,126
Orianna,MID,Kindred,JUNGLE,53.06,147
Orianna,MID,Talon,JUNGLE,52.16,324
Orianna,MID,Jarvan IV,JUNGLE,52.02,792
Orianna,MID,Nunu & Willump,JUNGLE,51.96,179
Orianna,MID,Xin Zhao,JUNGLE,51.82,247
Orianna,MID,Lee Sin,JUNGLE,51.77,958
Orianna,MID,Diana,JUNGLE,51.36,403
Orianna,MID,Qiyana,JUNGLE,51.19,379
Orianna,MID,Shaco,JUNGLE,51.13,266
Orianna,MID,Bel'Veth,JUNGLE,50.96,104
Orianna,MID,Zed,JUNGLE,50.78,256
Orianna,MID,Nidalee,JUNGLE,50.43,117
Orianna,MID,Briar,JUNGLE,50.0,70
Ornn,TOP,Xin Zhao,JUNGLE,58.33,72
Ornn,TOP,Hecarim,JUNGLE,56.86,153
Ornn,TOP,Kindred,JUNGLE,56.47,85
Ornn,TOP,Sylas,JUNGLE,56.07,107
Ornn,TOP,Rengar,JUNGLE,54.11,231
Ornn,TOP,Talon,JUNGLE,53.7,216
Ornn,TOP,Zac,JUNGLE,53.47,101
Ornn,TOP,Shaco,JUNGLE,53.28,122
Ornn,TOP,Dr. Mundo,JUNGLE,52.94,68
Ornn,TOP,Bel'Veth,JUNGLE,52.78,72
Ornn,TOP,Jayce,JUNGLE,52.59,367
Ornn,TOP,Kha'Zix,JUNGLE,52.57,350
Ornn,TOP,Evelynn,JUNGLE,51.25,80
Ornn,TOP,Malphite,JUNGLE,51.16,43
Ornn,TOP,Kayn,JUNGLE,50.63,79
Ornn,TOP,Elise,JUNGLE,50.0,86
Ornn,TOP,Fiddlesticks,JUNGLE,50.0,70
Ornn,TOP,Lee Sin,JUNGLE,50.0,418
Ornn,TOP,Rek'Sai,JUNGLE,50.0,126
Pantheon,JUNGLE,Vel'Koz,SUPPORT,80.0,10
Pantheon,JUNGLE,Janna,SUPPORT,69.7,33
Pantheon,JUNGLE,Zyra,SUPPORT,66.67,9
Pantheon,JUNGLE,Poppy,SUPPORT,61.11,18
Pantheon,JUNGLE,Taric,SUPPORT,60.0,15
Pantheon,JUNGLE,Seraphine,SUPPORT,58.33,24
Pantheon,JUNGLE,Blitzcrank,SUPPORT,56.1,41
Pantheon,JUNGLE,Alistar,SUPPORT,56.0,50
Pantheon,JUNGLE,Thresh,SUPPORT,55.7,79
Pantheon,JUNGLE,Lulu,SUPPORT,55.56,72
Pantheon,JUNGLE,Renata Glasc,SUPPORT,55.56,9
Pantheon,JUNGLE,Sona,SUPPORT,54.72,53
Pantheon,JUNGLE,Braum,SUPPORT,51.25,80
Pantheon,JUNGLE,Soraka,SUPPORT,50.0,42
Pantheon,SUPPORT,Veigar,ADC,68.0,25
Pantheon,SUPPORT,Ziggs,ADC,64.91,57
Pantheon,SUPPORT,Hwei,ADC,64.71,17
Pantheon,SUPPORT,Swain,ADC,63.77,69
Pantheon,SUPPORT,Kalista,ADC,54.17,24
Pantheon,SUPPORT,Mel,ADC,54.17,24
Pantheon,SUPPORT,Seraphine,ADC,53.13,32
Pantheon,SUPPORT,Ashe,ADC,52.87,87
Pantheon,SUPPORT,Corki,ADC,52.85,123
Pantheon,SUPPORT,Miss Fortune,ADC,52.04,98
Pantheon,SUPPORT,Ezreal,ADC,50.0,226
Pantheon,SUPPORT,Tristana,ADC,50.0,92
Poppy,SUPPORT,Mel,ADC,73.08,26
Poppy,SUPPORT,Veigar,ADC,68.63,51
Poppy,SUPPORT,Yasuo,ADC,61.9,21
Poppy,SUPPORT,Jinx,ADC,61.07,149
Poppy,SUPPORT,Miss Fortune,ADC,56.14,114
Poppy,SUPPORT,Smolder,ADC,55.79,95
Poppy,SUPPORT,Jhin,ADC,54.36,195
Poppy,SUPPORT,Seraphine,ADC,53.85,26
Poppy,SUPPORT,Aphelios,ADC,53.15,222
Poppy,SUPPORT,Kog'Maw,ADC,52.94,17
Poppy,SUPPORT,Zeri,ADC,52.83,53
Poppy,SUPPORT,Xayah,ADC,52.78,36
Poppy,SUPPORT,Varus,ADC,52.55,255
Poppy,SUPPORT,Ezreal,ADC,52.28,241
Poppy,SUPPORT,Ashe,ADC,51.9,79
Poppy,SUPPORT,Ziggs,ADC,51.02,49
Poppy,SUPPORT,Yunara,ADC,50.36,274
Poppy,SUPPORT,Sivir,ADC,50.28,181
Poppy,SUPPORT,Nilah,ADC,50.0,18
Poppy,SUPPORT,Swain,ADC,50.0,44
Poppy,SUPPORT,Twitch,ADC,50.0,74
Poppy,TOP,Kayn,JUNGLE,75.0,24
Poppy,TOP,Volibear,JUNGLE,67.57,37
Poppy,TOP,Rek'Sai,JUNGLE,62.5,32
Poppy,TOP,Graves,JUNGLE,61.7,47
Poppy,TOP,Lillia,JUNGLE,59.26,27
Poppy,TOP,Shaco,JUNGLE,58.82,34
Poppy,TOP,Ivern,JUNGLE,58.33,24
Poppy,TOP,Nocturne,JUNGLE,57.89,19
Poppy,TOP,Karthus,JUNGLE,56.67,30
Poppy,TOP,Bel'Veth,JUNGLE,55.56,18
Poppy,TOP,Ekko,JUNGLE,54.95,111
Poppy,TOP,Rammus,JUNGLE,54.55,11
Poppy,TOP,Vi,JUNGLE,54.55,33
Poppy,TOP,Nidalee,JUNGLE,53.85,26
Poppy,TOP,Zac,JUNGLE,53.85,39
Poppy,TOP,Nunu & Willump,JUNGLE,53.57,28
Poppy,TOP,Diana,JUNGLE,52.53,99
Poppy,TOP,Fiddlesticks,JUNGLE,52.38,21
Poppy,TOP,Jarvan IV,JUNGLE,52.38,63
Poppy,TOP,Naafiri,JUNGLE,52.38,21
Poppy,TOP,Dr. Mundo,JUNGLE,52.0,25
Poppy,TOP,Evelynn,JUNGLE,52.0,25
Poppy,TOP,Sylas,JUNGLE,51.92,52
Poppy,TOP,Viego,JUNGLE,51.45,173
Poppy,TOP,Elise,JUNGLE,50.0,26
Poppy,TOP,Jayce,JUNGLE,50.0,92
Pyke,SUPPORT,Cassiopeia,ADC,62.12,66
Pyke,SUPPORT,Ziggs,ADC,56.91,123
Pyke,SUPPORT,Jinx,ADC,55.37,354
Pyke,SUPPORT,Twitch,ADC,54.95,273
Pyke,SUPPORT,Vayne,ADC,54.76,168
Pyke,SUPPORT,Swain,ADC,54.55,143
Pyke,SUPPORT,Corki,ADC,54.49,490
Pyke,SUPPORT,Seraphine,ADC,54.39,57
Pyke,SUPPORT,Yasuo,ADC,54.24,59
Pyke,SUPPORT,Draven,ADC,54.08,429
Pyke,SUPPORT,Nilah,ADC,53.85,117
Pyke,SUPPORT,Caitlyn,ADC,52.62,439
Pyke,SUPPORT,Kog'Maw,ADC,52.54,59
Pyke,SUPPORT,Miss Fortune,ADC,51.97,304
Pyke,SUPPORT,Sivir,ADC,51.74,288
Pyke,SUPPORT,Ashe,ADC,51.6,219
Pyke,SUPPORT,Yunara,ADC,51.3,653
Pyke,SUPPORT,Kai'Sa,ADC,51.2,1785
Qiyana,JUNGLE,Morgana,SUPPORT,59.52,84
Qiyana,JUNGLE,Janna,SUPPORT,57.3,267
Qiyana,JUNGLE,Pantheon,SUPPORT,55.91,93
Qiyana,JUNGLE,Bard,SUPPORT,55.61,446
Qiyana,JUNGLE,Maokai,SUPPORT,55.56,54
Qiyana,JUNGLE,Pyke,SUPPORT,54.7,234
Qiyana,JUNGLE,Thresh,SUPPORT,54.28,514
Qiyana,JUNGLE,Alistar,SUPPORT,54.26,352
Qiyana,JUNGLE,Rell,SUPPORT,53.88,245
Qiyana,JUNGLE,Senna,SUPPORT,53.85,130
Qiyana,JUNGLE,Lux,SUPPORT,53.57,84
Qiyana,JUNGLE,Taric,SUPPORT,53.33,120
Qiyana,JUNGLE,Tahm Kench,SUPPORT,53.06,49
Qiyana,JUNGLE,Sona,SUPPORT,52.84,299
Qiyana,JUNGLE,Nami,SUPPORT,52.81,534
Qiyana,JUNGLE,Soraka,SUPPORT,52.27,176
Qiyana,JUNGLE,Rakan,SUPPORT,51.94,310
Qiyana,JUNGLE,Neeko,SUPPORT,51.87,241
Qiyana,JUNGLE,Lulu,SUPPORT,51.7,441
Qiyana,JUNGLE,Yuumi,SUPPORT,51.33,150
Qiyana,JUNGLE,Zilean,SUPPORT,51.0,100
Qiyana,JUNGLE,Blitzcrank,SUPPORT,50.94,212
Qiyana,JUNGLE,Poppy,SUPPORT,50.0,94
Qiyana,MID,Evelynn,JUNGLE,63.64,154
Qiyana,MID,Kindred,JUNGLE,63.64,44
Qiyana,MID,Ivern,JUNGLE,63.04,92
Qiyana,MID,Naafiri,JUNGLE,61.9,42
Qiyana,MID,Rek'Sai,JUNGLE,60.4,101
Qiyana,MID,Karthus,JUNGLE,59.49,195
Qiyana,MID,Ekko,JUNGLE,58.1,630
Qiyana,MID,Bel'Veth,JUNGLE,58.06,62
Qiyana,MID,Zac,JUNGLE,57.32,157
Qiyana,MID,Diana,JUNGLE,56.91,666
Qiyana,MID,Talon,JUNGLE,56.44,101
Qiyana,MID,Elise,JUNGLE,56.4,172
Qiyana,MID,Malphite,JUNGLE,56.34,71
Qiyana,MID,Fiddlesticks,JUNGLE,56.0,125
Qiyana,MID,Lillia,JUNGLE,55.56,144
Qiyana,MID,Zyra,JUNGLE,55.0,100
Qiyana,MID,Xin Zhao,JUNGLE,54.9,51
Qiyana,MID,Jayce,JUNGLE,54.71,170
Qiyana,MID,Nocturne,JUNGLE,53.85,39
Qiyana,MID,Shaco,JUNGLE,53.4,103
Qiyana,MID,Udyr,JUNGLE,53.23,62
Qiyana,MID,Nunu & Willump,JUNGLE,53.05,164
Qiyana,MID,Volibear,JUNGLE,52.86,140
Qiyana,MID,Nidalee,JUNGLE,52.61,230
Qiyana,MID,Wukong,JUNGLE,52.17,46
Qiyana,MID,Lee Sin,JUNGLE,52.06,267
Qiyana,MID,Rengar,JUNGLE,51.94,129
Qiyana,MID,Master Yi,JUNGLE,51.76,85
Qiyana,MID,Kha'Zix,JUNGLE,50.28,177
Quinn,TOP,Evelynn,JUNGLE,75.0,20
Quinn,TOP,Rammus,JUNGLE,66.67,9
Quinn,TOP,Zed,JUNGLE,66.67,30
Quinn,TOP,Shaco,JUNGLE,65.71,35
Quinn,TOP,Bel'Veth,JUNGLE,63.64,11
Quinn,TOP,Sylas,JUNGLE,63.16,38
Quinn,TOP,Fiddlesticks,JUNGLE,60.87,23
Quinn,TOP,Lillia,JUNGLE,60.0,15
Quinn,TOP,Master Yi,JUNGLE,59.26,27
Quinn,TOP,Nidalee,JUNGLE,59.26,27
Quinn,TOP,Elise,JUNGLE,58.33,24
Quinn,TOP,Jarvan IV,JUNGLE,57.14,56
Quinn,TOP,Dr. Mundo,JUNGLE,55.56,27
Quinn,TOP,Kindred,JUNGLE,55.56,9
Quinn,TOP,Hecarim,JUNGLE,53.85,39
Quinn,TOP,Diana,JUNGLE,53.66,123
Quinn,TOP,Lee Sin,JUNGLE,53.4,103
Quinn,TOP,Zac,JUNGLE,52.78,36
Quinn,TOP,Wukong,JUNGLE,52.63,19
Quinn,TOP,Nocturne,JUNGLE,52.38,21
Quinn,TOP,Ekko,JUNGLE,52.27,88
Quinn,TOP,Graves,JUNGLE,52.17,23
Quinn,TOP,Karthus,JUNGLE,50.0,18
Quinn,TOP,Zyra,JUNGLE,50.0,10
Rakan,SUPPORT,Seraphine,ADC,59.6,99
Rakan,SUPPORT,Nilah,ADC,59.52,126
Rakan,SUPPORT,Yasuo,ADC,56.65,173
Rakan,SUPPORT,Miss Fortune,ADC,56.11,401
Rakan,SUPPORT,Tristana,ADC,55.76,321
Rakan,SUPPORT,Zeri,ADC,55.02,209
Rakan,SUPPORT,Samira,ADC,53.22,171
Rakan,SUPPORT,Twitch,ADC,53.03,396
Rakan,SUPPORT,Varus,ADC,52.36,699
Rakan,SUPPORT,Draven,ADC,52.11,142
Rakan,SUPPORT,Yunara,ADC,52.08,843
Rakan,SUPPORT,Jinx,ADC,50.93,483
Rakan,SUPPORT,Xayah,ADC,50.65,851
Rakan,SUPPORT,Swain,ADC,50.0,118
Rakan,SUPPORT,Ziggs,ADC,50.0,154
Rammus,JUNGLE,Sona,SUPPORT,64.29,98
Rammus,JUNGLE,Senna,SUPPORT,63.89,36
Rammus,JUNGLE,Pyke,SUPPORT,62.71,59
Rammus,JUNGLE,Taric,SUPPORT,61.11,18
Rammus,JUNGLE,Tahm Kench,SUPPORT,60.0,10
Rammus,JUNGLE,Nami,SUPPORT,59.51,163
Rammus,JUNGLE,Bard,SUPPORT,56.47,85
Rammus,JUNGLE,Neeko,SUPPORT,54.55,33
Rammus,JUNGLE,Rakan,SUPPORT,54.55,44
Rammus,JUNGLE,Blitzcrank,SUPPORT,54.39,57
Rammus,JUNGLE,Thresh,SUPPORT,54.02,87
Rammus,JUNGLE,Elise,SUPPORT,53.33,15
Rammus,JUNGLE,Janna,SUPPORT,52.46,61
Rammus,JUNGLE,Lulu,SUPPORT,52.27,88
Rammus,JUNGLE,Braum,SUPPORT,51.32,76
Rammus,JUNGLE,Alistar,SUPPORT,50.0,44
Rek'Sai,JUNGLE,Maokai,SUPPORT,63.27,49
Rek'Sai,JUNGLE,Zyra,SUPPORT,61.54,39
Rek'Sai,JUNGLE,Elise,SUPPORT,60.32,63
Rek'Sai,JUNGLE,Taric,SUPPORT,59.76,82
Rek'Sai,JUNGLE,Braum,SUPPORT,57.7,435
Rek'Sai,JUNGLE,Janna,SUPPORT,57.26,234
Rek'Sai,JUNGLE,Soraka,SUPPORT,56.69,157
Rek'Sai,JUNGLE,Renata Glasc,SUPPORT,56.52,46
Rek'Sai,JUNGLE,Leona,SUPPORT,56.18,251
Rek'Sai,JUNGLE,Lulu,SUPPORT,56.01,441
Rek'Sai,JUNGLE,Pantheon,SUPPORT,55.84,77
Rek'Sai,JUNGLE,Thresh,SUPPORT,54.67,450
Rek'Sai,JUNGLE,Neeko,SUPPORT,54.55,187
Rek'Sai,JUNGLE,Bard,SUPPORT,54.26,352
Rek'Sai,JUNGLE,Poppy,SUPPORT,54.26,94
Rek'Sai,JUNGLE,Zilean,SUPPORT,53.85,78
Rek'Sai,JUNGLE,Vel'Koz,SUPPORT,53.66,41
Rek'Sai,JUNGLE,Rell,SUPPORT,53.45,174
Rek'Sai,JUNGLE,Nautilus,SUPPORT,53.37,489
Rek'Sai,JUNGLE,Alistar,SUPPORT,53.36,283
Rek'Sai,JUNGLE,Seraphine,SUPPORT,53.17,126
Rek'Sai,JUNGLE,Pyke,SUPPORT,53.14,207
Rek'Sai,JUNGLE,Nami,SUPPORT,52.76,525
Rek'Sai,JUNGLE,Blitzcrank,SUPPORT,52.31,195
Rek'Sai,JUNGLE,Karma,SUPPORT,52.26,442
Rek'Sai,JUNGLE,Lux,SUPPORT,52.11,71
Rek'Sai,JUNGLE,Rakan,SUPPORT,51.71,263
Rek'Sai,TOP,Evelynn,JUNGLE,90.0,10
Rek'Sai,TOP,Master Yi,JUNGLE,81.82,11
Rek'Sai,TOP,Nocturne,JUNGLE,80.0,10
Rek'Sai,TOP,Bel'Veth,JUNGLE,72.73,11
Rek'Sai,TOP,Zyra,JUNGLE,71.43,7
Rek'Sai,TOP,Shaco,JUNGLE,68.75,16
Rek'Sai,TOP,Ivern,JUNGLE,66.67,9
Rek'Sai,TOP,Kindred,JUNGLE,66.67,6
Rek'Sai,TOP,Lillia,JUNGLE,66.67,9
Rek'Sai,TOP,Karthus,JUNGLE,63.64,11
Rek'Sai,TOP,Dr. Mundo,JUNGLE,61.54,13
Rek'Sai,TOP,Naafiri,JUNGLE,60.0,10
Rek'Sai,TOP,Sejuani,JUNGLE,60.0,5
Rek'Sai,TOP,Sylas,JUNGLE,60.0,30
Rek'Sai,TOP,Vi,JUNGLE,60.0,10
Rek'Sai,TOP,Wukong,JUNGLE,60.0,5
Rek'Sai,TOP,Qiyana,JUNGLE,59.26,27
Rek'Sai,TOP,Hecarim,JUNGLE,57.89,19
Rek'Sai,TOP,Lee Sin,JUNGLE,57.14,63
Rek'Sai,TOP,Jarvan IV,JUNGLE,56.67,30
Rek'Sai,TOP,Ekko,JUNGLE,56.0,50
Rek'Sai,TOP,Jayce,JUNGLE,55.56,63
Rek'Sai,TOP,Zac,JUNGLE,53.33,15
Rek'Sai,TOP,Rengar,JUNGLE,52.94,17
Rek'Sai,TOP,Zed,JUNGLE,52.94,17
Rek'Sai,TOP,Graves,JUNGLE,50.0,14
Rek'Sai,TOP,Kha'Zix,JUNGLE,50.0,38
Rek'Sai,TOP,Nidalee,JUNGLE,50.0,22
Rek'Sai,TOP,Udyr,JUNGLE,50.0,6
Rell,SUPPORT,Swain,ADC,60.0,105
Rell,SUPPORT,Vayne,ADC,56.73,104
Rell,SUPPORT,Tristana,ADC,56.28,231
Rell,SUPPORT,Yasuo,ADC,53.91,115
Rell,SUPPORT,Samira,ADC,53.83,457
Rell,SUPPORT,Yunara,ADC,53.42,599
Rell,SUPPORT,Ziggs,ADC,53.27,107
Rell,SUPPORT,Kalista,ADC,53.03,66
Rell,SUPPORT,Sivir,ADC,52.24,268
Rell,SUPPORT,Miss Fortune,ADC,51.75,742
Rell,SUPPORT,Corki,ADC,51.18,340
Rell,SUPPORT,Jhin,ADC,50.78,386
Rell,SUPPORT,Seraphine,ADC,50.75,67
Rell,SUPPORT,Jinx,ADC,50.52,386
Rell,SUPPORT,Nilah,ADC,50.45,111
Rell,SUPPORT,Varus,ADC,50.18,550
Rell,SUPPORT,Lucian,ADC,50.0,270
Renata Glasc,SUPPORT,Swain,ADC,75.0,12
Renata Glasc,SUPPORT,Lucian,ADC,67.86,28
Renata Glasc,SUPPORT,Veigar,ADC,66.67,12
Renata Glasc,SUPPORT,Zeri,ADC,63.41,41
Renata Glasc,SUPPORT,Caitlyn,ADC,55.42,83
Renata Glasc,SUPPORT,Yunara,ADC,55.37,121
Renata Glasc,SUPPORT,Twitch,ADC,52.5,80
Renata Glasc,SUPPORT,Kai'Sa,ADC,52.17,138
Renata Glasc,SUPPORT,Miss Fortune,ADC,52.08,48
Renata Glasc,SUPPORT,Xayah,ADC,52.0,25
Renata Glasc,SUPPORT,Tristana,ADC,51.35,37
Renata Glasc,SUPPORT,Nilah,ADC,50.0,16
Renekton,TOP,Vi,JUNGLE,56.76,148
Renekton,TOP,Evelynn,JUNGLE,55.91,127
Renekton,TOP,Ivern,JUNGLE,54.24,118
Renekton,TOP,Rengar,JUNGLE,53.51,228
Renekton,TOP,Dr. Mundo,JUNGLE,53.28,137
Renekton,TOP,Udyr,JUNGLE,53.16,79
Renekton,TOP,Zyra,JUNGLE,53.13,96
Renekton,TOP,Volibear,JUNGLE,52.79,197
Renekton,TOP,Zac,JUNGLE,52.71,203
Renekton,TOP,Lee Sin,JUNGLE,52.11,735
Renekton,TOP,Rek'Sai,JUNGLE,51.69,207
Renekton,TOP,Jarvan IV,JUNGLE,51.56,353
Renekton,TOP,Kindred,JUNGLE,51.15,131
Renekton,TOP,Nidalee,JUNGLE,50.58,346
Renekton,TOP,Elise,JUNGLE,50.26,191
Rengar,JUNGLE,Taric,SUPPORT,65.85,82
Rengar,JUNGLE,Neeko,SUPPORT,59.14,186
Rengar,JUNGLE,Leona,SUPPORT,58.7,247
Rengar,JUNGLE,Janna,SUPPORT,57.11,401
Rengar,JUNGLE,Brand,SUPPORT,56.82,44
Rengar,JUNGLE,Elise,SUPPORT,56.79,81
Rengar,JUNGLE,Bard,SUPPORT,56.78,391
Rengar,JUNGLE,Pantheon,SUPPORT,56.52,69
Rengar,JUNGLE,Braum,SUPPORT,55.76,425
Rengar,JUNGLE,Poppy,SUPPORT,55.56,63
Rengar,JUNGLE,Nami,SUPPORT,55.34,730
Rengar,JUNGLE,Thresh,SUPPORT,54.12,449
Rengar,JUNGLE,Renata Glasc,SUPPORT,53.85,52
Rengar,JUNGLE,Blitzcrank,SUPPORT,53.76,186
Rengar,JUNGLE,Lulu,SUPPORT,53.74,454
Rengar,JUNGLE,Alistar,SUPPORT,53.54,297
Rengar,JUNGLE,Sona,SUPPORT,53.25,400
Rengar,JUNGLE,Rakan,SUPPORT,53.21,265
Rengar,JUNGLE,Zyra,SUPPORT,53.19,47
Rengar,JUNGLE,Lux,SUPPORT,51.76,85
Rengar,JUNGLE,Milio,SUPPORT,51.71,292
Rengar,JUNGLE,Nautilus,SUPPORT,51.49,470
Rengar,JUNGLE,Vel'Koz,SUPPORT,51.02,49
Rengar,JUNGLE,Karma,SUPPORT,50.74,471
Rengar,JUNGLE,Soraka,SUPPORT,50.65,231
Rengar,JUNGLE,Morgana,SUPPORT,50.53,95
Rengar,JUNGLE,Zilean,SUPPORT,50.35,141
Rengar,JUNGLE,Senna,SUPPORT,50.0,194
Rengar,JUNGLE,Seraphine,SUPPORT,50.0,128
Rengar,TOP,Briar,JUNGLE,80.0,10
Rengar,TOP,Sejuani,JUNGLE,75.0,8
Rengar,TOP,Skarner,JUNGLE,71.43,7
Rengar,TOP,Elise,JUNGLE,68.75,16
Rengar,TOP,Zyra,JUNGLE,66.67,21
Rengar,TOP,Zac,JUNGLE,64.29,14
Rengar,TOP,Rek'Sai,JUNGLE,62.96,27
Rengar,TOP,Karthus,JUNGLE,62.5,16
Rengar,TOP,Kayn,JUNGLE,60.0,10
Rengar,TOP,Kindred,JUNGLE,60.0,10
Rengar,TOP,Nidalee,JUNGLE,60.0,35
Rengar,TOP,Talon,JUNGLE,58.82,17
Rengar,TOP,Qiyana,JUNGLE,58.06,31
Rengar,TOP,Ekko,JUNGLE,57.38,61
Rengar,TOP,Ivern,JUNGLE,56.67,30
Rengar,TOP,Bel'Veth,JUNGLE,55.56,9
Rengar,TOP,Hecarim,JUNGLE,55.0,20
Rengar,TOP,Jarvan IV,JUNGLE,54.29,35
Rengar,TOP,Dr. Mundo,JUNGLE,53.85,13
Rengar,TOP,Lee Sin,JUNGLE,53.49,86
Rengar,TOP,Kha'Zix,JUNGLE,50.0,38
Rengar,TOP,Xin Zhao,JUNGLE,50.0,12
Riven,TOP,Kha'Zix,JUNGLE,60.49,405
Riven,TOP,Udyr,JUNGLE,60.26,78
Riven,TOP,Rammus,JUNGLE,59.62,52
Riven,TOP,Fiddlesticks,JUNGLE,57.8,109
Riven,TOP,Nidalee,JUNGLE,57.58,132
Riven,TOP,Dr. Mundo,JUNGLE,57.55,139
Riven,TOP,Volibear,JUNGLE,57.14,147
Riven,TOP,Warwick,JUNGLE,56.52,46
Riven,TOP,Shaco,JUNGLE,56.25,144
Riven,TOP,Rek'Sai,JUNGLE,56.1,205
Riven,TOP,Evelynn,JUNGLE,55.77,104
Riven,TOP,Qiyana,JUNGLE,55.45,202
Riven,TOP,Bel'Veth,JUNGLE,55.29,85
Riven,TOP,Kindred,JUNGLE,54.74,95
Riven,TOP,Zyra,JUNGLE,54.72,53
Riven,TOP,Rengar,JUNGLE,54.05,259
Riven,TOP,Sylas,JUNGLE,53.67,177
Riven,TOP,Wukong,JUNGLE,53.19,94
Riven,TOP,Diana,JUNGLE,53.12,561
Riven,TOP,Lillia,JUNGLE,52.88,104
Riven,TOP,Xin Zhao,JUNGLE,52.75,91
Riven,TOP,Malphite,JUNGLE,52.63,76
Riven,TOP,Zac,JUNGLE,52.57,175
Riven,TOP,Elise,JUNGLE,52.1,119
Riven,TOP,Lee Sin,JUNGLE,52.05,415
Riven,TOP,Vi,JUNGLE,52.04,98
Riven,TOP,Karthus,JUNGLE,51.96,102
Riven,TOP,Talon,JUNGLE,51.63,215
Riven,TOP,Naafiri,JUNGLE,51.32,76
Riven,TOP,Jayce,JUNGLE,51.31,343
Riven,TOP,Nocturne,JUNGLE,50.6,83
Riven,TOP,Nunu & Willump,JUNGLE,50.55,182
Rumble,TOP,Ivern,JUNGLE,64.81,54
Rumble,TOP,Sylas,JUNGLE,61.9,84
Rumble,TOP,Rengar,JUNGLE,60.78,255
Rumble,TOP,Rek'Sai,JUNGLE,60.61,264
Rumble,TOP,Bel'Veth,JUNGLE,58.43,89
Rumble,TOP,Nidalee,JUNGLE,58.33,84
Rumble,TOP,Zyra,JUNGLE,58.33,48
Rumble,TOP,Sejuani,JUNGLE,56.25,48
Rumble,TOP,Zac,JUNGLE,56.19,105
Rumble,TOP,Elise,JUNGLE,55.77,52
Rumble,TOP,Master Yi,JUNGLE,54.71,170
Rumble,TOP,Shaco,JUNGLE,54.46,112
Rumble,TOP,Kayn,JUNGLE,54.22,83
Rumble,TOP,Briar,JUNGLE,53.45,58
Rumble,TOP,Kha'Zix,JUNGLE,52.83,477
Rumble,TOP,Hecarim,JUNGLE,52.78,180
Rumble,TOP,Graves,JUNGLE,52.58,194
Rumble,TOP,Qiyana,JUNGLE,52.17,345
Rumble,TOP,Jayce,JUNGLE,51.74,603
Rumble,TOP,Xin Zhao,JUNGLE,51.38,181
Rumble,TOP,Viego,JUNGLE,51.27,868
Rumble,TOP,Ekko,JUNGLE,51.14,176
Rumble,TOP,Volibear,JUNGLE,50.54,93
Rumble,TOP,Lee Sin,JUNGLE,50.33,757
Rumble,TOP,Malphite,JUNGLE,50.0,70
Rumble,TOP,Nunu & Willump,JUNGLE,50.0,88
Ryze,MID,Rek'Sai,JUNGLE,55.06,474
Ryze,MID,Nidalee,JUNGLE,54.55,242
Ryze,MID,Shaco,JUNGLE,54.1,268
Ryze,MID,Kindred,JUNGLE,52.61,211
Ryze,MID,Hecarim,JUNGLE,52.53,375
Ryze,MID,Evelynn,JUNGLE,52.34,128
Ryze,MID,Ivern,JUNGLE,51.81,166
Ryze,MID,Jarvan IV,JUNGLE,51.73,721
Ryze,MID,Qiyana,JUNGLE,51.56,640
Ryze,MID,Nunu & Willump,JUNGLE,51.38,218
Ryze,MID,Rengar,JUNGLE,51.35,446
Ryze,MID,Dr. Mundo,JUNGLE,50.8,250
Ryze,MID,Zac,JUNGLE,50.77,260
Ryze,MID,Volibear,JUNGLE,50.63,239
